Sample ID,Allo [mg/m3],Alpha Beta Car [mg/m3],Ammonium [μmol/l],Anth [mg/m3],Asta [mg/m3],Average Host Abundance [%],Beta Beta Car [mg/m3],Bleaching [%],Bottom Depth,But Fuco [mg/m3],Cantha [mg/m3],Chlf Ctd,Chlorophyll A [μg/l],Coastal,Conductivity Sm [s/m],Cphl A [mg/m3],Cphl B [mg/m3],Cphl C1 [mg/m3],Cphl C2 [mg/m3],Cphl C3 [mg/m3],Cphlide A [mg/m3],Date Sampled,"Density Ctd [density, kg/m^3]",Depth [m],Diadchr [mg/m3],Diadino [mg/m3],Diato [mg/m3],Dino [mg/m3],Dv Cphl A [mg/m3],Dv Cphl A And Cphl A [mg/m3],Dv Cphl B [mg/m3],Dv Cphl B And Cphl B [mg/m3],Echin [mg/m3],Environment,Fine Sediment [%],Fluorescence [au],Fouling [%],Fouling Organisms,Fuco [mg/m3],Geo Loc [country:subregion],Grazing [%],Grazing Number,Gyro [mg/m3],Hex Fuco [mg/m3],Host Abundance [individuals per m2],Host Abundance Seaweed [mean number ind per m2 +/- se],Host Species,Host State,Information,Inorganic Fraction [mg/l],Keto Hex Fuco [mg/m3],Latitude [decimal degrees],Length [cm],Longitude [decimal degrees],Lut [mg/m3],Lyco [mg/m3],Mg Dvp [mg/m3],Microbial Abundance [cells per ml],Ncbi Bioproject Accession,Ncbi Biosample Accession,Neo [mg/m3],Nitrate Nitrite [μmol/l],Nitrite [μmol/l],No2 [µmol/l],Notes,Npic [mg/l],Npoc [mg/l],Nrs Location Code Voyage Code,Nrs Sample Code,Nrs Trip Code,Organic Fraction [mg/l],Organism,Oxygen Ctd Pelagic [μmol/kg],Oxygen Lab [μmol/l],Pam Fluorometer [pam],Perid [mg/m3],Ph Level [h2o],Phide A [mg/m3],Phosphate [μmol/l],Phytin A [mg/m3],Phytin B [mg/m3],Pn [µmol/l],Poc [µmol/l],Pras [mg/m3],Pressure Bottle,Pyrophide A [mg/m3],Pyrophytin A [mg/m3],Salinity Ctd [psu],Salinity Lab [psu],Sample Site,Sample Type,Samplename Depth,Secchi Depth [m],Silicate [μmol/l],Sio2 [µmol/l],"Temperature [its-90, deg c]","Temperature Ctd [its-90, deg c]",Time Sampled,Total Alkalinity [μmol/kg],Total Carbon [%],Total Co2 [μmol/kg],Total Nitrogen [%],Touching Organisms,Transmittance [%],Tss [mg/l],Turbidity Ctd [nephelometric turbidity units],Viola [mg/m3],Zea [mg/m3]
102.100.100/27476,0.003,0.023,0.04,0.002,0.004,,,,101.0,0.032,0.0,,,,,0.601,0.07,0.0,0.09,0.075,0.051,2014-01-21,1026.4753,100.0,0.0,0.037,0.005,0.0,0.026,0.627,0.0,0.07,0.0,Marine,,,,,0.21,Australia:Port Hacking NRS,,,0.0,0.044,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364271,0.004,7.5,,,(null),,,PHB,NRSPHB20140120_100,NRSPHB20140120,0.55,marine metagenome,187.7205,,,0.009,,0.0,0.65,0.062,0.0,,,0.008,100.0,0.0,0.0,35.3422,35.45,Port Hacking,Pelagic_Public,102.100.100/27476_100,10.0,3.3,,,15.6816,(null),2326.2,,2103.53,,,,0.8,0.1784,0.003,0.028
102.100.100/27477,0.003,0.023,0.04,0.002,0.004,,,,101.0,0.032,0.0,5.0609002,,,,0.601,0.07,0.0,0.09,0.075,0.051,2014-01-21,1025.4562,25.0,0.0,0.037,0.005,0.0,0.026,0.627,0.0,0.07,0.0,Marine,,,,,0.21,Australia:Port Hacking NRS,,,0.0,0.044,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364272,0.004,2.3,,,(null),,,PHB,NRSPHB20140120_025,NRSPHB20140120,0.55,marine metagenome,197.085,,,0.009,,0.0,0.28,0.062,0.0,,,0.008,25.0,0.0,0.0,35.5868,35.57,Port Hacking,Pelagic_Public,102.100.100/27477_25,10.0,0.8,,,19.4386,(null),2336.7,,2032.4,,,,0.8,0.0883,0.003,0.028
102.100.100/27478,0.003,0.023,0.03,0.002,0.004,,,,101.0,0.032,0.0,1.2909,,,,0.601,0.07,0.0,0.09,0.075,0.051,2014-01-21,1025.856,50.0,0.0,0.037,0.005,0.0,0.026,0.627,0.0,0.07,0.0,Marine,,,,,0.21,Australia:Port Hacking NRS,,,0.0,0.044,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364273,0.004,5.2,,,(null),,,PHB,NRSPHB20140120_050,NRSPHB20140120,0.55,marine metagenome,193.4206,,,0.009,,0.0,0.43,0.062,0.0,,,0.008,50.0,0.0,0.0,35.5678,35.6,Port Hacking,Pelagic_Public,102.100.100/27478_50,10.0,1.2,,,18.2359,(null),2331.68,,2081.94,,,,0.8,0.0628,0.003,0.028
102.100.100/27479,0.003,0.023,0.07,0.002,0.004,,,,101.0,0.032,0.0,0.49810001,,,,0.601,0.07,0.0,0.09,0.075,0.051,2014-01-21,1026.1945,75.0,0.0,0.037,0.005,0.0,0.026,0.627,0.0,0.07,0.0,Marine,,,,,0.21,Australia:Port Hacking NRS,,,0.0,0.044,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364274,0.004,7.2,,,(null),,,PHB,NRSPHB20140120_075,NRSPHB20140120,0.55,marine metagenome,179.4119,,,0.009,,0.0,0.59,0.062,0.0,,,0.008,75.0,0.0,0.0,35.4683,35.5,Port Hacking,Pelagic_Public,102.100.100/27479_75,10.0,2.6,,,17.0229,(null),2325.9,,2099.53,,,,0.8,0.213,0.003,0.028
102.100.100/27480,0.006,0.017,0.06,0.001,0.003,,,,102.0,0.042,0.0,,,,,0.32,0.042,0.0,0.038,0.038,0.012,2014-03-17,1024.2241,0.0,0.0,0.015,0.002,0.0,0.032,0.352,0.007,0.049,0.0,Marine,,,,,0.033,Australia:Port Hacking NRS,,,0.0,0.046,,,,,,0.45,0.0,-34.1192,,151.2267,0.004,0.0,0.0,,PRJNA385736,SAMN08364275,0.004,0.0,,,(null),,,PHB,NRSPHB20140317_000,NRSPHB20140317,0.3,marine metagenome,221.5527,,,0.003,,0.0,0.1,0.0,0.0,,,0.007,0.0,0.0,0.0,35.5689,35.57,Port Hacking,Pelagic_Public,102.100.100/27480_0,19.5,0.4,,,23.5135,(null),,,,,,,0.75,0.0738,0.003,0.036
102.100.100/27481,0.006,0.017,0.11,0.001,0.003,,,,102.0,0.042,0.0,1.3811001,,,,0.32,0.042,0.0,0.038,0.038,0.012,2014-03-17,1024.4371,10.0,0.0,0.015,0.002,0.0,0.032,0.352,0.007,0.049,0.0,Marine,,,,,0.033,Australia:Port Hacking NRS,,,0.0,0.046,,,,,,0.45,0.0,-34.1192,,151.2267,0.004,0.0,0.0,,PRJNA385736,SAMN08364276,0.004,0.2,,,(null),,,PHB,NRSPHB20140317_010,NRSPHB20140317,0.3,marine metagenome,199.9669,,,0.003,,0.0,0.12,0.0,0.0,,,0.007,10.0,0.0,0.0,35.5599,35.56,Port Hacking,Pelagic_Public,102.100.100/27481_10,19.5,0.5,,,22.3672,(null),,,,,,,0.75,0.0694,0.003,0.036
102.100.100/27482,0.006,0.017,0.09,0.001,0.003,,,,102.0,0.042,0.0,,,,,0.32,0.042,0.0,0.038,0.038,0.012,2014-03-17,1026.7194,100.0,0.0,0.015,0.002,0.0,0.032,0.352,0.007,0.049,0.0,Marine,,,,,0.033,Australia:Port Hacking NRS,,,0.0,0.046,,,,,,0.45,0.0,-34.1192,,151.2267,0.004,0.0,0.0,,PRJNA385736,SAMN08364277,0.004,11.6,,,(null),,,PHB,NRSPHB20140317_100,NRSPHB20140317,0.3,marine metagenome,198.6942,,,0.003,,0.0,0.86,0.0,0.0,,,0.007,100.0,0.0,0.0,35.2873,35.22,Port Hacking,Pelagic_Public,102.100.100/27482_100,19.5,4.4,,,14.5171,(null),,,,,,,0.75,0.3688,0.003,0.036
102.100.100/27483,0.006,0.017,0.45,0.001,0.003,,,,102.0,0.042,0.0,2.5423,,,,0.32,0.042,0.0,0.038,0.038,0.012,2014-03-17,1025.1685,25.0,0.0,0.015,0.002,0.0,0.032,0.352,0.007,0.049,0.0,Marine,,,,,0.033,Australia:Port Hacking NRS,,,0.0,0.046,,,,,,0.45,0.0,-34.1192,,151.2267,0.004,0.0,0.0,,PRJNA385736,SAMN08364278,0.004,5.7,,,(null),,,PHB,NRSPHB20140317_025,NRSPHB20140317,0.3,marine metagenome,195.9876,,,0.003,,0.0,0.5,0.0,0.0,,,0.007,25.0,0.0,0.0,35.5293,35.5,Port Hacking,Pelagic_Public,102.100.100/27483_25,19.5,2.1,,,20.1572,(null),,,,,,,0.75,0.0603,0.003,0.036
102.100.100/27484,0.006,0.017,0.06,0.001,0.003,,,,102.0,0.042,0.0,2.3269999,,,,0.32,0.042,0.0,0.038,0.038,0.012,2014-03-17,1025.9928,50.0,0.0,0.015,0.002,0.0,0.032,0.352,0.007,0.049,0.0,Marine,,,,,0.033,Australia:Port Hacking NRS,,,0.0,0.046,,,,,,0.45,0.0,-34.1192,,151.2267,0.004,0.0,0.0,,PRJNA385736,SAMN08364279,0.004,9.9,,,(null),,,PHB,NRSPHB20140317_050,NRSPHB20140317,0.3,marine metagenome,183.498,,,0.003,,0.0,0.75,0.0,0.0,,,0.007,50.0,0.0,0.0,35.3845,35.36,Port Hacking,Pelagic_Public,102.100.100/27484_50,19.5,3.8,,,16.9154,(null),,,,,,,0.75,0.0698,0.003,0.036
102.100.100/27485,0.006,0.017,0.09,0.001,0.003,,,,102.0,0.042,0.0,0.1593,,,,0.32,0.042,0.0,0.038,0.038,0.012,2014-03-17,1026.5208,75.0,0.0,0.015,0.002,0.0,0.032,0.352,0.007,0.049,0.0,Marine,,,,,0.033,Australia:Port Hacking NRS,,,0.0,0.046,,,,,,0.45,0.0,-34.1192,,151.2267,0.004,0.0,0.0,,PRJNA385736,SAMN08364280,0.004,10.9,,,(null),,,PHB,NRSPHB20140317_075,NRSPHB20140317,0.3,marine metagenome,190.5978,,,0.003,,0.0,0.81,0.0,0.0,,,0.007,75.0,0.0,0.0,35.2589,35.29,Port Hacking,Pelagic_Public,102.100.100/27485_75,19.5,4.3,,,14.8771,(null),,,,,,,0.75,0.0488,0.003,0.036
102.100.100/27486,0.014,0.033,0.09,0.0,0.005,,,,100.0,0.039,0.0,1.503,,,,0.496,0.105,0.0,0.057,0.044,0.015,2014-04-27,1024.0876,0.0,0.0,0.018,0.0,0.0,0.058,0.554,0.005,0.11,0.0,Marine,,,,,0.038,Australia:Port Hacking NRS,,,0.0,0.076,,,,,,0.6,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364281,0.013,0.0,,,(null),,,PHB,NRSPHB20140427_000,NRSPHB20140427,0.35,marine metagenome,221.9289,,,0.009,,0.0,0.03,0.0,0.0,,,0.024,0.0,0.0,0.0,35.2731,35.41,Port Hacking,Pelagic_Public,102.100.100/27486_0,16.0,0.5,,,23.1977,(null),2319.18,,1993.36,,,,0.9,0.0814,0.007,0.054
102.100.100/27487,0.014,0.033,0.08,0.0,0.005,,,,100.0,0.039,0.0,2.2235999,,,,0.496,0.105,0.0,0.057,0.044,0.015,2014-04-27,1024.1917,10.0,0.0,0.018,0.0,0.0,0.058,0.554,0.005,0.11,0.0,Marine,,,,,0.038,Australia:Port Hacking NRS,,,0.0,0.076,,,,,,0.6,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364282,0.013,0.0,,,(null),,,PHB,NRSPHB20140427_010,NRSPHB20140427,0.35,marine metagenome,222.1586,,,0.009,,0.0,0.04,0.0,0.0,,,0.024,10.0,0.0,0.0,35.3268,35.38,Port Hacking,Pelagic_Public,102.100.100/27487_10,16.0,0.5,,,23.0473,(null),2319.885,,1992.96,,,,0.9,0.1107,0.007,0.054
102.100.100/27488,0.014,0.033,0.56,0.0,0.005,,,,100.0,0.039,0.0,,,,,0.496,0.105,0.0,0.057,0.044,0.015,2014-04-27,1026.1642,100.0,0.0,0.018,0.0,0.0,0.058,0.554,0.005,0.11,0.0,Marine,,,,,0.038,Australia:Port Hacking NRS,,,0.0,0.076,,,,,,0.6,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364283,0.013,8.9,,,(null),,,PHB,NRSPHB20140427_100,NRSPHB20140427,0.35,marine metagenome,176.7289,,,0.009,,0.0,0.66,0.0,0.0,,,0.024,100.0,0.0,0.0,35.3234,35.37,Port Hacking,Pelagic_Public,102.100.100/27488_100,16.0,3.4,,,16.9546,(null),2322.01,,2110.52,,,,0.9,0.401,0.007,0.054
102.100.100/27489,0.014,0.033,0.22,0.0,0.005,,,,100.0,0.039,0.0,3.0636001,,,,0.496,0.105,0.0,0.057,0.044,0.015,2014-04-27,1024.5933,25.0,0.0,0.018,0.0,0.0,0.058,0.554,0.005,0.11,0.0,Marine,,,,,0.038,Australia:Port Hacking NRS,,,0.0,0.076,,,,,,0.6,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364284,0.013,0.0,,,(null),,,PHB,NRSPHB20140427_025,NRSPHB20140427,0.35,marine metagenome,219.0154,,,0.009,,0.0,0.06,0.0,0.0,,,0.024,25.0,0.0,0.0,35.307,35.38,Port Hacking,Pelagic_Public,102.100.100/27489_25,16.0,0.7,,,21.8574,(null),2320.59,,1992.56,,,,0.9,0.1283,0.007,0.054
102.100.100/27490,0.014,0.033,0.63,0.0,0.005,,,,100.0,0.039,0.0,2.3771,,,,0.496,0.105,0.0,0.057,0.044,0.015,2014-04-27,1024.8759,50.0,0.0,0.018,0.0,0.0,0.058,0.554,0.005,0.11,0.0,Marine,,,,,0.038,Australia:Port Hacking NRS,,,0.0,0.076,,,,,,0.6,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364285,0.013,2.0,,,(null),,,PHB,NRSPHB20140427_050,NRSPHB20140427,0.35,marine metagenome,206.4583,,,0.009,,0.0,0.19,0.0,0.0,,,0.024,50.0,0.0,0.0,35.3234,35.37,Port Hacking,Pelagic_Public,102.100.100/27490_50,16.0,1.5,,,21.2903,(null),2321.11,,2040.135,,,,0.9,0.1588,0.007,0.054
102.100.100/27491,0.014,0.033,0.05,0.0,0.005,,,,100.0,0.039,0.0,0.87870002,,,,0.496,0.105,0.0,0.057,0.044,0.015,2014-04-27,1026.095,75.0,0.0,0.018,0.0,0.0,0.058,0.554,0.005,0.11,0.0,Marine,,,,,0.038,Australia:Port Hacking NRS,,,0.0,0.076,,,,,,0.6,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364286,0.013,9.9,,,(null),,,PHB,NRSPHB20140427_075,NRSPHB20140427,0.35,marine metagenome,178.2025,,,0.009,,0.0,0.73,0.0,0.0,,,0.024,75.0,0.0,0.0,35.3356,35.44,Port Hacking,Pelagic_Public,102.100.100/27491_75,16.0,4.0,,,17.0076,(null),2324.49,,2101.74,,,,0.9,0.1847,0.007,0.054
102.100.100/27492,0.006,0.02,0.06,0.0,0.003,,,,100.0,0.048,0.0,2.2555001,,,,0.331,0.066,0.0,0.043,0.048,0.008,2014-05-16,1024.4473,0.0,0.0,0.015,0.0,0.0,0.037,0.368,0.007,0.073,0.0,Marine,,,,,0.022,Australia:Port Hacking NRS,,,0.0,0.071,,,,,,0.2,0.0,-34.1192,,151.2267,0.005,0.0,0.0,,PRJNA385736,SAMN08364287,0.008,0.1,,,(null),,,PHB,NRSPHB20140515_000,NRSPHB20140515,0.1,marine metagenome,221.3524,,,0.005,,0.0,0.07,0.0,0.0,,,0.014,0.0,0.0,0.0,35.4325,35.56,Port Hacking,Pelagic_Public,102.100.100/27492_0,22.5,0.5,,,22.3667,(null),2325.15,,2007.79,,,,0.25,0.1723,0.004,0.037
102.100.100/27493,0.006,0.02,0.08,0.0,0.003,,,,100.0,0.048,0.0,1.4276,,,,0.331,0.066,0.0,0.043,0.048,0.008,2014-05-16,1024.4821,10.0,0.0,0.015,0.0,0.0,0.037,0.368,0.007,0.073,0.0,Marine,,,,,0.022,Australia:Port Hacking NRS,,,0.0,0.071,,,,,,0.2,0.0,-34.1192,,151.2267,0.005,0.0,0.0,,PRJNA385736,SAMN08364288,0.008,0.0,,,(null),,,PHB,NRSPHB20140515_010,NRSPHB20140515,0.1,marine metagenome,222.3379,,,0.005,,0.0,2.04,0.0,0.0,,,0.014,10.0,0.0,0.0,35.4309,35.51,Port Hacking,Pelagic_Public,102.100.100/27493_10,22.5,0.6,,,22.3773,(null),2325.685,,2008.215,,,,0.25,0.0622,0.004,0.037
102.100.100/27494,0.006,0.02,0.07,0.0,0.003,,,,100.0,0.048,0.0,,,,,0.331,0.066,0.0,0.043,0.048,0.008,2014-05-16,1026.0175,100.0,0.0,0.015,0.0,0.0,0.037,0.368,0.007,0.073,0.0,Marine,,,,,0.022,Australia:Port Hacking NRS,,,0.0,0.071,,,,,,0.2,0.0,-34.1192,,151.2267,0.005,0.0,0.0,,PRJNA385736,SAMN08364289,0.008,8.6,,,(null),,,PHB,NRSPHB20140515_100,NRSPHB20140515,0.1,marine metagenome,178.055,,,0.005,,0.0,0.66,0.0,0.0,,,0.014,100.0,0.0,0.0,35.3931,35.46,Port Hacking,Pelagic_Public,102.100.100/27494_100,22.5,3.1,,,17.8899,(null),2325.86,,2103.51,,,,0.25,0.3282,0.004,0.037
102.100.100/27495,0.006,0.02,0.07,0.0,0.003,,,,100.0,0.048,0.0,2.0048001,,,,0.331,0.066,0.0,0.043,0.048,0.008,2014-05-16,1024.5649,25.0,0.0,0.015,0.0,0.0,0.037,0.368,0.007,0.073,0.0,Marine,,,,,0.022,Australia:Port Hacking NRS,,,0.0,0.071,,,,,,0.2,0.0,-34.1192,,151.2267,0.005,0.0,0.0,,PRJNA385736,SAMN08364290,0.008,1.6,,,(null),,,PHB,NRSPHB20140515_025,NRSPHB20140515,0.1,marine metagenome,223.0932,,,0.005,,0.0,0.18,0.0,0.0,,,0.014,25.0,0.0,0.0,35.4281,35.5,Port Hacking,Pelagic_Public,102.100.100/27495_25,22.5,1.0,,,22.2506,(null),2326.22,,2008.64,,,,0.25,0.069,0.004,0.037
102.100.100/27496,0.006,0.02,0.05,0.0,0.003,,,,100.0,0.048,0.0,2.1294999,,,,0.331,0.066,0.0,0.043,0.048,0.008,2014-05-16,1025.1256,50.0,0.0,0.015,0.0,0.0,0.037,0.368,0.007,0.073,0.0,Marine,,,,,0.022,Australia:Port Hacking NRS,,,0.0,0.071,,,,,,0.2,0.0,-34.1192,,151.2267,0.005,0.0,0.0,,PRJNA385736,SAMN08364291,0.008,5.3,,,(null),,,PHB,NRSPHB20140515_050,NRSPHB20140515,0.1,marine metagenome,194.2314,,,0.005,,0.0,0.4,0.0,0.0,,,0.014,50.0,0.0,0.0,35.4083,35.52,Port Hacking,Pelagic_Public,102.100.100/27496_50,22.5,2.0,,,20.559,(null),2326.535,,2070.385,,,,0.25,0.106,0.004,0.037
102.100.100/27497,0.006,0.02,0.2,0.0,0.003,,,,100.0,0.048,0.0,0.44330001,,,,0.331,0.066,0.0,0.043,0.048,0.008,2014-05-16,1025.9186,75.0,0.0,0.015,0.0,0.0,0.037,0.368,0.007,0.073,0.0,Marine,,,,,0.022,Australia:Port Hacking NRS,,,0.0,0.071,,,,,,0.2,0.0,-34.1192,,151.2267,0.005,0.0,0.0,,PRJNA385736,SAMN08364292,0.008,8.4,,,(null),,,PHB,NRSPHB20140515_075,NRSPHB20140515,0.1,marine metagenome,179.068,,,0.005,,0.0,0.64,0.0,0.0,,,0.014,75.0,0.0,0.0,35.3993,35.55,Port Hacking,Pelagic_Public,102.100.100/27497_75,22.5,3.0,,,17.939,(null),2326.32,,2102.02,,,,0.25,0.1824,0.004,0.037
102.100.100/27498,0.007,0.025,0.03,0.0,0.006,,,,100.0,0.063,0.0,,,,,0.755,0.095,0.0,0.11,0.117,0.057,2014-06-13,1025.118,0.0,0.0,0.023,0.0,0.0,0.013,0.768,0.0,0.095,0.0,Marine,,,,,0.187,Australia:Port Hacking NRS,,,0.0,0.12,,,,,,0.2,0.0,-34.1192,,151.2267,0.003,0.0,0.0,,PRJNA385736,SAMN08364293,0.011,0.2,,,(null),,,PHB,NRSPHB20140612_000,NRSPHB20140612,0.35,marine metagenome,235.9973,,,0.007,,0.027,0.12,0.0,0.0,,,0.023,0.0,0.0,0.0,35.4964,35.51,Port Hacking,Pelagic_Public,102.100.100/27498_0,15.0,0.4,,,20.1183,(null),2327.53,,2023.74,,,,0.55,0.0857,0.005,0.015
102.100.100/27499,0.007,0.025,0.14,0.0,0.006,,,,100.0,0.063,0.0,4.5332999,,,,0.755,0.095,0.0,0.11,0.117,0.057,2014-06-13,1025.149,10.0,0.0,0.023,0.0,0.0,0.013,0.768,0.0,0.095,0.0,Marine,,,,,0.187,Australia:Port Hacking NRS,,,0.0,0.12,,,,,,0.2,0.0,-34.1192,,151.2267,0.003,0.0,0.0,,PRJNA385736,SAMN08364294,0.011,0.5,,,(null),,,PHB,NRSPHB20140612_010,NRSPHB20140612,0.35,marine metagenome,237.013,,,0.007,,0.027,0.12,0.0,0.0,,,0.023,10.0,0.0,0.0,35.4957,35.51,Port Hacking,Pelagic_Public,102.100.100/27499_10,15.0,0.5,,,20.1305,(null),2327.805,,2028.74,,,,0.55,0.0909,0.005,0.015
102.100.100/27500,0.007,0.025,0.02,0.0,0.006,,,,100.0,0.063,0.0,,,,,0.755,0.095,0.0,0.11,0.117,0.057,2014-06-13,1026.1044,100.0,0.0,0.023,0.0,0.0,0.013,0.768,0.0,0.095,0.0,Marine,,,,,0.187,Australia:Port Hacking NRS,,,0.0,0.12,,,,,,0.2,0.0,-34.1192,,151.2267,0.003,0.0,0.0,,PRJNA385736,SAMN08363459,0.011,7.2,,,(null),,,PHB,NRSPHB20140612_100,NRSPHB20140612,0.35,marine metagenome,190.5743,,,0.007,,0.027,0.57,0.0,0.0,,,0.023,100.0,0.0,0.0,35.4991,35.51,Port Hacking,Pelagic_Public,102.100.100/27500_100,15.0,2.5,,,17.8481,(null),2328.36,,2095.96,,,,0.55,1.6632,0.005,0.015
102.100.100/27501,0.007,0.025,0.0,0.0,0.006,,,,100.0,0.063,0.0,0.64459997,,,,0.755,0.095,0.0,0.11,0.117,0.057,2014-06-13,1025.9524,75.0,0.0,0.023,0.0,0.0,0.013,0.768,0.0,0.095,0.0,Marine,,,,,0.187,Australia:Port Hacking NRS,,,0.0,0.12,,,,,,0.2,0.0,-34.1192,,151.2267,0.003,0.0,0.0,,PRJNA385736,SAMN08363460,0.011,6.3,,,(null),,,PHB,NRSPHB20140612_075,NRSPHB20140612,0.35,marine metagenome,192.6059,,,0.007,,0.027,0.51,0.0,0.0,,,0.023,75.0,0.0,0.0,35.5231,35.61,Port Hacking,Pelagic_Public,102.100.100/27501_75,15.0,2.3,,,18.1812,(null),2330.05,,2090.03,,,,0.55,0.5,0.005,0.015
102.100.100/27502,0.007,0.025,0.14,0.0,0.006,,,,100.0,0.063,0.0,4.3922,,,,0.755,0.095,0.0,0.11,0.117,0.057,2014-06-13,1025.2166,25.0,0.0,0.023,0.0,0.0,0.013,0.768,0.0,0.095,0.0,Marine,,,,,0.187,Australia:Port Hacking NRS,,,0.0,0.12,,,,,,0.2,0.0,-34.1192,,151.2267,0.003,0.0,0.0,,PRJNA385736,SAMN08363461,0.011,1.1,,,(null),,,PHB,NRSPHB20140612_025,NRSPHB20140612,0.35,marine metagenome,234.3234,,,0.007,,0.027,0.16,0.0,0.0,,,0.023,25.0,0.0,0.0,35.4991,35.54,Port Hacking,Pelagic_Public,102.100.100/27502_25,15.0,0.7,,,20.1295,(null),2328.08,,2033.74,,,,0.55,0.0818,0.005,0.015
102.100.100/27503,0.007,0.025,0.11,0.0,0.006,,,,100.0,0.063,0.0,2.4560001,,,,0.755,0.095,0.0,0.11,0.117,0.057,2014-06-13,1025.4882,50.0,0.0,0.023,0.0,0.0,0.013,0.768,0.0,0.095,0.0,Marine,,,,,0.187,Australia:Port Hacking NRS,,,0.0,0.12,,,,,,0.2,0.0,-34.1192,,151.2267,0.003,0.0,0.0,,PRJNA385736,SAMN08363462,0.011,2.8,,,(null),,,PHB,NRSPHB20140612_050,NRSPHB20140612,0.35,marine metagenome,216.6033,,,0.007,,0.027,0.25,0.0,0.0,,,0.023,50.0,0.0,0.0,35.5316,35.58,Port Hacking,Pelagic_Public,102.100.100/27503_50,15.0,1.0,,,19.5082,(null),2328.4,,2052.95,,,,0.55,0.1011,0.005,0.015
102.100.100/27504,0.022,0.023,0.22,0.0,0.0,,,,102.0,0.055,0.0,2.2233,,,,0.501,0.103,0.0,0.07,0.047,0.008,2014-07-16,1025.7979,0.0,0.0,0.012,0.0,0.0,0.014,0.515,0.0,0.103,0.0,Marine,,,,,0.029,Australia:Port Hacking NRS,,,0.0,0.075,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08363463,0.01,1.9,,,(null),,,PHB,NRSPHB20140716_000,NRSPHB20140716,0.55,marine metagenome,239.8103,,,0.011,,0.0,0.2,0.0,0.0,,,0.019,0.0,0.0,0.0,35.6163,35.68,Port Hacking,Pelagic_Public,102.100.100/27504_0,20.0,0.8,,,17.8044,(null),2333.95,,2055.83,,,,0.85,0.0694,0.004,0.03
102.100.100/27505,0.022,0.023,0.19,0.0,0.0,,,,102.0,0.055,0.0,2.1175001,,,,0.501,0.103,0.0,0.07,0.047,0.008,2014-07-16,1025.8416,10.0,0.0,0.012,0.0,0.0,0.014,0.515,0.0,0.103,0.0,Marine,,,,,0.029,Australia:Port Hacking NRS,,,0.0,0.075,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08363464,0.01,1.9,,,(null),,,PHB,NRSPHB20140716_010,NRSPHB20140716,0.55,marine metagenome,241.7476,,,0.011,,0.0,0.19,0.0,0.0,,,0.019,10.0,0.0,0.0,35.6318,35.67,Port Hacking,Pelagic_Public,102.100.100/27505_10,20.0,0.7,,,17.8309,(null),2335.23,,2056.5,,,,0.85,0.0717,0.004,0.03
102.100.100/27506,0.022,0.023,0.27,0.0,0.0,,,,102.0,0.055,0.0,,,,,0.501,0.103,0.0,0.07,0.047,0.008,2014-07-16,1026.389,100.0,0.0,0.012,0.0,0.0,0.014,0.515,0.0,0.103,0.0,Marine,,,,,0.029,Australia:Port Hacking NRS,,,0.0,0.075,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08363465,0.01,3.6,,,(null),,,PHB,NRSPHB20140716_100,NRSPHB20140716,0.55,marine metagenome,225.2523,,,0.011,,0.0,0.31,0.0,0.0,,,0.019,100.0,0.0,0.0,35.5619,35.6,Port Hacking,Pelagic_Public,102.100.100/27506_100,20.0,1.2,,,16.8046,(null),2335.38,,2070.63,,,,0.85,0.3006,0.004,0.03
